product_id,brand,category,retailer,title,title_length,bullet_count,bullets,has_main_image,has_lifestyle_images,has_a_plus_content,in_stock,price_present,star_rating,review_count,shelf_health_score,issues,severity
P00183,Coca-Cola,Beverages,Kroger.com,Juice Drink 6pk by Coca-Cola,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.4,1210,67.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk
P00184,Coca-Cola,Beverages,Instacart,Coca-Cola Iced Coffee 4pk,25,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,False,True,True,3.6,2797,46.2,Missing main image; Missing lifestyle images; Missing A+ content; Title too short,Critical
P00185,Nestle,Confectionery,Amazon,Nestle Chocolate,16,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.7,2874,67.3,Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00186,Mondelez,Snacks,Kroger.com,Mondelez Chips Family Size,26,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.6,2789,69.8,Missing A+ content; Thin bullets (2/5); Title too short,At Risk
P00187,Coca-Cola,Beverages,Instacart,Coca-Cola Energy,16,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,3.1,2899,60.7,Missing A+ content; Thin bullets (1/5); Title too short,At Risk
P00188,Nestle,Breakfast,Walmart.com,Corn Flakes Cereal by Nestle,28,1,Made with real ingredients for a taste you'll love,True,False,True,False,True,4.5,1114,63.7,Missing lifestyle images; Out of stock; Thin bullets (1/5); Title too short,At Risk
P00189,Kelloggs,Breakfast,Kroger.com,Instant Oatmeal 8pk by Kelloggs,31,0,,True,True,True,True,True,3.0,3034,77.8,Thin bullets (0/5); Title too short,Needs Minor Fixes
P00190,Kelloggs,Breakfast,Amazon,Kelloggs Corn,13,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,True,False,True,True,4.2,919,53.2,Missing main image; Missing A+ content; Title too short,At Risk
P00191,Colgate-Palmolive,Personal Care,Target.com,Body Wash 18oz by Colgate-Palmolive,35,1,Made with real ingredients for a taste you'll love,True,True,True,True,True,4.6,3547,85.5,Thin bullets (1/5); Title too short,Needs Minor Fixes
P00192,Colgate-Palmolive,Home Care,Amazon,All-Purpose Cleaner Spray by Colgate-Palmolive,46,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.4,800,73.3,Missing A+ content; Thin bullets (2/5),Needs Minor Fixes
P00193,Kelloggs,Breakfast,Amazon,Kelloggs Granola,16,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,True,True,True,4.3,1259,84.0,Missing lifestyle images; Title too short,Needs Minor Fixes
P00194,Coca-Cola,Beverages,Walmart.com,Coca-Cola Juice Drink 6pk,25,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,4.7,1877,96.2,Title too short,Healthy
P00195,Coca-Cola,Beverages,Walmart.com,Coca-Cola Juice,15,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,True,True,True,4.3,3012,83.8,Missing lifestyle images; Title too short,Needs Minor Fixes
P00196,Colgate-Palmolive,Home Care,Target.com,Colgate-Palmolive All-Purpose,29,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,True,True,True,3.9,3951,80.5,Missing lifestyle images; Thin bullets (2/5); Title too short,Needs Minor Fixes
P00197,Nestle,Confectionery,Instacart,Nestle Candy Bites Bag,22,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,3.0,1016,52.2,Missing lifestyle images; Missing A+ content; Thin bullets (1/5); Title too short,At Risk
P00198,Colgate-Palmolive,Home Care,Amazon,Colgate-Palmolive - Laundry Detergent 50oz,42,0,,True,True,False,True,True,3.1,48,60.0,Missing A+ content; Thin bullets (0/5),At Risk
P00199,Coca-Cola,Beverages,Walmart.com,Coca-Cola Diet Cola 2L Bottle,29,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,True,True,True,3.1,3707,87.2,Missing lifestyle images; Title too short,Needs Minor Fixes
P00200,Colgate-Palmolive,Personal Care,Instacart,Colgate-Palmolive Toothpaste 6oz (Pack of 1),44,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,3.4,3618,80.0,Missing A+ content,Needs Minor Fixes
